country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_100_cases
Albania,3/27/20,186,31,8,3/23/20,2877797,105,36,0.63,12,2,14,4
Angola,4/3/20,8,1,2,,32866272,26,17,0.67,0,0,0,
Antigua and Barbuda,3/30/20,7,0,0,,97929,223,34,0.26,0,0,0,
Antigua and Barbuda,4/5/20,15,0,0,,97929,223,34,0.26,0,0,0,
Bahamas,4/4/20,28,1,4,,393244,39,32,0.86,4,3,0,
Benin,3/17/20,1,0,0,,12123200,108,19,0.48,0,0,0,
Burundi,4/1/20,2,0,0,,11890784,463,17,0.14,0,0,0,
Chad,4/3/20,8,0,0,,16425864,13,17,0.23,0,0,0,
Cyprus,4/5/20,446,37,11,3/23/20,1207359,131,37,0.67,20,0,4,13
El Salvador,3/27/20,13,0,0,4/9/20,6486205,313,28,0.73,0,0,0,-13
Equatorial Guinea,3/30/20,12,0,0,,1402985,50,22,0.73,0,0,0,
Gambia,4/1/20,4,2,1,,2416668,239,18,0.59,0,0,2,
Liberia,3/18/20,2,0,0,,5057681,53,19,0.53,1,0,0,
Liberia,3/21/20,3,0,0,,5057681,53,19,0.53,1,0,0,
Madagascar,3/25/20,19,0,0,4/11/20,27691018,48,20,0.39,2,0,0,-17
Mali,4/8/20,59,16,7,4/12/20,20250833,17,16,0.44,3,2,4,-4
Martinique,3/10/20,2,0,0,,375265,354,47,0.92,0,0,0,
Mauritius,3/28/20,102,0,2,3/28/20,1271768,626,37,0.41,8,0,0,0
Mauritius,4/10/20,318,23,9,3/28/20,1271768,626,37,0.41,4,2,0,13
Rwanda,4/1/20,82,0,0,4/4/20,12952218,525,20,0.18,7,0,0,-3
Seychelles,3/18/20,4,0,0,,98347,214,34,0.56,0,0,0,
Seychelles,3/19/20,6,0,0,,98347,214,34,0.56,2,0,0,
Suriname,3/17/20,1,0,0,,586632,4,29,0.65,0,0,0,
Suriname,4/8/20,10,3,1,,586632,4,29,0.65,0,0,3,
Syria,3/28/20,5,0,0,,17500658,95,26,0.6,0,0,0,
Trinidad and Tobago,3/25/20,60,1,1,4/4/20,1399488,273,36,0.52,3,1,0,-10
Bangladesh,4/3/20,61,26,6,4/6/20,164689383,1265,28,0.39,5,0,1,-3
Bangladesh,4/4/20,70,30,8,4/6/20,164689383,1265,28,0.39,9,2,4,-2
Bolivia,3/24/20,29,0,0,3/31/20,11673021,11,26,0.69,2,0,0,-7
Brunei,3/18/20,68,0,0,3/24/20,437479,83,32,0.8,12,0,0,-6
Bulgaria,3/18/20,92,0,2,3/20/20,6948445,64,45,0.76,25,0,0,-2
Bulgaria,3/24/20,218,3,3,3/20/20,6948445,64,45,0.76,17,0,0,4
Central African Republic,3/30/20,3,0,0,,4829767,8,18,0.43,0,0,0,
Ghana,4/2/20,204,31,5,3/26/20,31072940,137,22,0.57,9,0,0,7
Ghana,4/9/20,378,34,6,3/26/20,31072940,137,22,0.57,65,0,0,14
Guam,3/20/20,3,0,0,,168775,313,31,0.95,0,0,0,
Haiti,3/24/20,7,0,0,,11402528,414,24,0.57,1,0,0,
Honduras,3/17/20,8,0,0,3/29/20,9904607,89,24,0.57,2,0,0,-12
Kazakhstan,3/20/20,49,0,3,3/26/20,18776707,7,31,0.58,5,3,0,-6
Maldives,3/27/20,16,9,0,,540544,1802,30,0.35,3,0,1,
Maldives,4/5/20,19,13,0,,540544,1802,30,0.35,0,0,0,
Malta,4/8/20,299,16,1,3/23/20,441543,1380,43,0.93,6,1,11,16
Montenegro,3/29/20,85,0,1,3/31/20,628066,47,39,0.68,1,0,0,-2
Namibia,4/14/20,16,3,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,4/2/20,5,0,1,,6624554,55,26,0.57,0,0,0,
Paraguay,3/20/20,13,0,0,4/5/20,7132538,18,26,0.62,2,0,0,-16
Saint Lucia,3/24/20,3,0,0,,183627,301,34,0.19,0,0,0,
Sierra Leone,4/3/20,2,0,0,,7976983,111,19,0.43,0,0,0,
South Sudan,4/7/20,2,0,0,,11193725,18,19,0.25,1,0,0,
Turkey,4/12/20,56956,3446,1198,3/19/20,84339067,110,32,0.76,4789,97,481,24
Venezuela,3/17/20,33,0,0,3/26/20,28435940,32,30,,16,0,0,-9
Zimbabwe,3/27/20,5,0,1,,14862924,38,19,0.38,2,0,0,
Bahamas,4/9/20,41,5,8,,393244,39,32,0.86,1,1,0,
Botswana,3/30/20,3,0,0,,2351627,4,24,0.73,3,0,0,
Burkina Faso,4/10/20,443,146,24,3/24/20,20903273,76,18,0.31,0,0,0,17
Cabo Verde,3/27/20,5,0,1,,555987,138,28,0.68,1,0,0,
Cabo Verde,4/12/20,8,1,1,,555987,138,28,0.68,0,0,0,
Cyprus,3/23/20,116,3,1,3/23/20,1207359,131,37,0.67,21,0,0,0
El Salvador,3/30/20,30,0,0,4/9/20,6486205,313,28,0.73,6,0,0,-10
Fiji,4/1/20,5,0,0,,896445,49,28,0.59,0,0,0,
Guinea-Bissau,4/4/20,18,0,0,,1968001,70,19,0.45,3,0,0,
Guyana,3/23/20,20,0,1,,786552,4,27,0.27,2,0,0,
Guyana,3/24/20,20,0,1,,786552,4,27,0.27,0,0,0,
Jamaica,3/15/20,10,0,0,,2961167,273,31,0.55,2,0,0,
Jamaica,3/21/20,16,2,1,,2961167,273,31,0.55,0,0,0,
Jamaica,3/24/20,21,2,1,,2961167,273,31,0.55,2,0,0,
Kyrgyzstan,4/5/20,147,9,1,3/31/20,6524195,34,26,0.36,3,0,0,5
Kyrgyzstan,4/12/20,377,54,5,3/31/20,6524195,34,26,0.36,38,0,10,12
Martinique,3/12/20,3,0,0,,375265,354,47,0.92,0,0,0,
Rwanda,3/24/20,40,0,0,4/4/20,12952218,525,20,0.18,4,0,0,-11
Seychelles,3/25/20,7,0,0,,98347,214,34,0.56,0,0,0,
Somalia,4/6/20,7,1,0,,15893222,25,17,0.47,0,0,0,
Zambia,4/13/20,45,30,2,,18383955,25,18,0.45,2,0,0,
Barbados,4/3/20,51,0,0,,287375,668,40,0.31,5,0,0,
Belize,3/25/20,2,0,0,,397628,17,25,0.46,1,0,0,
Bulgaria,4/6/20,549,39,22,3/20/20,6948445,64,45,0.76,18,2,2,17
Dominica,3/29/20,11,0,0,,71986,96,,0.74,0,0,0,
Eswatini,4/8/20,12,7,0,,1160164,67,21,0.3,2,0,3,
French Guiana,3/8/20,5,0,0,,298682,4,25,0.87,0,0,0,
Ghana,3/17/20,7,0,0,3/26/20,31072940,137,22,0.57,1,0,0,-9
Grenada,3/26/20,7,0,0,,112523,331,32,0.35,6,0,0,
Holy See,3/31/20,6,0,0,,801,2003,,,0,0,0,
Kazakhstan,4/13/20,1091,138,12,3/26/20,18776707,7,31,0.58,140,2,39,18
Malta,3/27/20,139,2,0,3/23/20,441543,1380,43,0.93,5,0,0,4
Mongolia,4/1/20,14,2,0,,3278290,2,28,0.67,2,0,0,
Montenegro,3/21/20,14,0,0,3/31/20,628066,47,39,0.68,0,0,0,-10
Montenegro,4/2/20,144,0,2,3/31/20,628066,47,39,0.68,21,0,0,2
Mozambique,4/8/20,17,1,0,,31255435,40,18,0.38,7,0,0,
Niger,4/1/20,74,0,5,4/3/20,24206644,19,15,0.17,47,2,0,-2
Niger,4/12/20,529,75,12,4/3/20,24206644,19,15,0.17,38,1,34,9
Saint Lucia,3/15/20,2,0,0,,183627,301,34,0.19,1,0,0,
Sierra Leone,4/13/20,10,0,0,,7976983,111,19,0.43,0,0,0,
Sudan,3/16/20,1,0,1,,43849260,25,20,0.35,0,0,0,
Sudan,3/19/20,2,0,1,,43849260,25,20,0.35,0,0,0,
Uganda,3/23/20,9,0,0,,45741007,229,17,0.26,8,0,0,
Western Sahara,4/9/20,4,0,0,,597339,2,28,0.87,0,0,0,
Albania,3/29/20,212,33,10,3/23/20,2877797,105,36,0.63,15,0,2,6
Antigua and Barbuda,3/13/20,1,0,0,,97929,223,34,0.26,1,0,0,
Antigua and Barbuda,4/7/20,19,0,1,,97929,223,34,0.26,4,1,0,
Benin,3/20/20,2,0,0,,12123200,108,19,0.48,0,0,0,
Benin,4/1/20,13,1,0,,12123200,108,19,0.48,4,0,0,
Burkina Faso,3/14/20,2,0,0,3/24/20,20903273,76,18,0.31,0,0,0,-10
Cabo Verde,4/11/20,8,1,1,,555987,138,28,0.68,1,0,0,
Chad,3/20/20,1,0,0,,16425864,13,17,0.23,0,0,0,
Cyprus,4/9/20,564,53,11,3/23/20,1207359,131,37,0.67,38,0,1,17
El Salvador,3/21/20,3,0,0,4/9/20,6486205,313,28,0.73,2,0,0,-19
El Salvador,3/22/20,3,0,0,4/9/20,6486205,313,28,0.73,0,0,0,-18
Eritrea,4/4/20,29,0,0,,3546421,35,19,0.63,7,0,0,
Eritrea,4/6/20,31,0,0,,3546421,35,19,0.63,2,0,0,
Fiji,3/31/20,5,0,0,,896445,49,28,0.59,0,0,0,
Guatemala,3/20/20,12,0,1,4/10/20,17915568,167,23,0.52,3,0,0,-21
Guyana,4/5/20,24,0,4,,786552,4,27,0.27,1,0,0,
Jamaica,3/19/20,15,2,1,,2961167,273,31,0.55,2,1,0,
Jamaica,3/23/20,19,2,1,,2961167,273,31,0.55,0,0,0,
Jamaica,4/2/20,47,2,3,,2961167,273,31,0.55,3,0,0,
Jamaica,4/6/20,58,8,3,,2961167,273,31,0.55,0,0,0,
Kyrgyzstan,4/4/20,144,9,1,3/31/20,6524195,34,26,0.36,14,0,3,4
Liberia,4/12/20,50,3,5,,5057681,53,19,0.53,2,0,0,
Madagascar,4/4/20,70,0,0,4/11/20,27691018,48,20,0.39,0,0,0,-7
Mauritius,4/12/20,324,42,9,3/28/20,1271768,626,37,0.41,5,0,14,15
Seychelles,3/23/20,7,0,0,,98347,214,34,0.56,0,0,0,
Somalia,4/3/20,7,1,0,,15893222,25,17,0.47,2,0,0,
Suriname,4/10/20,10,4,1,,586632,4,29,0.65,0,0,0,
Trinidad and Tobago,3/19/20,9,0,0,4/4/20,1399488,273,36,0.52,2,0,0,-16
Trinidad and Tobago,3/30/20,82,1,3,4/4/20,1399488,273,36,0.52,4,0,0,-5
Zambia,4/1/20,36,0,0,,18383955,25,18,0.45,1,0,0,
Barbados,3/31/20,34,0,0,,287375,668,40,0.31,1,0,0,
Belize,4/13/20,18,0,2,,397628,17,25,0.46,4,0,0,
Bolivia,3/14/20,10,0,0,3/31/20,11673021,11,26,0.69,7,0,0,-17
Brunei,4/2/20,133,56,1,3/24/20,437479,83,32,0.8,2,0,4,9
Brunei,4/4/20,135,66,1,3/24/20,437479,83,32,0.8,1,0,1,11
Bulgaria,4/2/20,457,25,10,3/20/20,6948445,64,45,0.76,35,0,5,13
Ethiopia,4/6/20,44,4,2,,114963588,115,19,0.21,1,0,0,
Ethiopia,4/8/20,55,4,2,,114963588,115,19,0.21,3,0,0,
Gabon,3/14/20,1,0,0,,2225734,9,23,0.87,1,0,0,
Ghana,4/12/20,566,34,8,3/26/20,31072940,137,22,0.57,158,0,0,17
Honduras,4/14/20,407,7,26,3/29/20,9904607,89,24,0.57,10,1,0,16
Kenya,4/3/20,122,4,4,4/2/20,53771296,94,20,0.28,12,1,0,1
Malta,3/28/20,149,2,0,3/23/20,441543,1380,43,0.93,10,0,0,5
Mauritania,3/22/20,2,0,0,,4649658,5,20,0.57,0,0,0,
Mongolia,3/13/20,1,0,0,,3278290,2,28,0.67,0,0,0,
Namibia,3/26/20,8,2,0,,2540905,3,22,0.55,1,0,0,
Niger,3/31/20,27,0,3,4/3/20,24206644,19,15,0.17,0,0,0,-3
Saint Lucia,4/4/20,14,1,0,,183627,301,34,0.19,1,0,0,
Tanzania,3/18/20,3,0,0,,59734218,67,18,0.37,2,0,0,
Turkey,3/15/20,6,0,0,3/19/20,84339067,110,32,0.76,1,0,0,-4
Turkey,3/26/20,3629,26,75,3/19/20,84339067,110,32,0.76,1196,16,0,7
Turkey,4/10/20,47029,2423,1006,3/19/20,84339067,110,32,0.76,4747,98,281,22
Uganda,3/29/20,33,0,0,,45741007,229,17,0.26,3,0,0,
Venezuela,3/21/20,70,0,0,3/26/20,28435940,32,30,,28,0,0,-5
Venezuela,4/11/20,175,93,9,3/26/20,28435940,32,30,,4,0,9,16
Zimbabwe,3/21/20,3,0,0,,14862924,38,19,0.38,2,0,0,
Albania,4/9/20,409,165,23,3/23/20,2877797,105,36,0.63,9,1,11,17
Antigua and Barbuda,4/13/20,23,0,2,,97929,223,34,0.26,2,0,0,
Aruba,3/17/20,3,0,0,,106766,593,41,0.44,1,0,0,
Burkina Faso,3/10/20,1,0,0,3/24/20,20903273,76,18,0.31,1,0,0,-14
Chad,4/7/20,10,2,0,,16425864,13,17,0.23,1,0,2,
Cuba,3/22/20,35,0,1,3/28/20,11326616,106,42,0.78,14,0,0,-6
Cuba,3/29/20,139,4,3,3/28/20,11326616,106,42,0.78,20,0,0,1
Cyprus,3/16/20,33,0,0,3/23/20,1207359,131,37,0.67,7,0,0,-7
Cyprus,3/26/20,146,4,3,3/23/20,1207359,131,37,0.67,14,0,1,3
Equatorial Guinea,3/31/20,12,1,0,,1402985,50,22,0.73,0,0,1,
Fiji,4/6/20,14,0,0,,896445,49,28,0.59,2,0,0,
Guadeloupe,3/17/20,18,0,0,,400124,237,44,,12,0,0,
Guatemala,3/22/20,19,0,1,4/10/20,17915568,167,23,0.52,2,0,0,-19
Guatemala,4/5/20,61,15,2,4/10/20,17915568,167,23,0.52,0,0,0,-5
Jamaica,3/22/20,19,2,1,,2961167,273,31,0.55,3,0,0,
Kosovo,4/2/20,125,10,1,3/31/20,1831000,,,,0,0,0,2
Kyrgyzstan,3/21/20,14,0,0,3/31/20,6524195,34,26,0.36,8,0,0,-10
Liberia,4/14/20,59,4,6,,5057681,53,19,0.53,0,0,0,
Libya,3/30/20,8,0,0,,6871292,4,29,0.78,0,0,0,
Libya,4/11/20,24,8,1,,6871292,4,29,0.78,0,0,0,
Madagascar,3/31/20,57,0,0,4/11/20,27691018,48,20,0.39,14,0,0,-11
Madagascar,4/10/20,93,11,0,4/11/20,27691018,48,20,0.39,0,0,0,-1
Malawi,4/2/20,3,0,0,,19129952,203,18,0.18,3,0,0,
Moldova,3/28/20,231,2,2,3/23/20,4033963,123,38,0.43,32,0,0,5
Suriname,4/5/20,10,0,1,,586632,4,29,0.65,0,0,0,
Timor-Leste,4/9/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Zambia,3/24/20,3,0,0,,18383955,25,18,0.45,0,0,0,
Bangladesh,3/30/20,49,19,5,4/6/20,164689383,1265,28,0.39,1,0,4,-7
Bolivia,4/7/20,194,2,14,3/31/20,11673021,11,26,0.69,11,3,0,7
Bolivia,4/12/20,300,2,24,3/31/20,11673021,11,26,0.69,25,4,0,12
Brunei,4/1/20,131,52,1,3/24/20,437479,83,32,0.8,2,0,7,8
Eswatini,3/14/20,1,0,0,,1160164,67,21,0.3,1,0,0,
Ethiopia,3/17/20,5,0,0,,114963588,115,19,0.21,0,0,0,
Ethiopia,4/2/20,29,4,0,,114963588,115,19,0.21,0,0,0,
French Guiana,3/10/20,5,0,0,,298682,4,25,0.87,0,0,0,
Gabon,3/30/20,7,0,1,,2225734,9,23,0.87,0,0,0,
Gabon,4/11/20,46,1,1,,2225734,9,23,0.87,2,0,0,
Guam,3/18/20,3,0,0,,168775,313,31,0.95,0,0,0,
Haiti,3/23/20,6,0,0,,11402528,414,24,0.57,4,0,0,
Kenya,4/11/20,191,24,7,4/2/20,53771296,94,20,0.28,2,0,2,9
Maldives,3/28/20,16,9,0,,540544,1802,30,0.35,0,0,0,
Maldives,4/7/20,19,13,0,,540544,1802,30,0.35,0,0,0,
Malta,3/16/20,30,2,0,3/23/20,441543,1380,43,0.93,9,0,1,-7
Malta,4/13/20,384,44,3,3/23/20,441543,1380,43,0.93,6,0,0,21
Mauritania,3/24/20,2,0,0,,4649658,5,20,0.57,0,0,0,
Mozambique,4/12/20,21,2,0,,31255435,40,18,0.38,1,0,0,
Namibia,4/13/20,16,3,0,,2540905,3,22,0.55,0,0,0,
Papua New Guinea,3/20/20,1,0,0,,8947024,20,22,0.13,1,0,0,
Papua New Guinea,3/29/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Papua New Guinea,4/5/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,4/6/20,113,12,5,4/5/20,7132538,18,26,0.62,9,2,0,1
Saint Lucia,3/26/20,3,0,0,,183627,301,34,0.19,0,0,0,
Sudan,4/3/20,10,2,2,,43849260,25,20,0.35,2,0,0,
Venezuela,3/23/20,77,15,0,3/26/20,28435940,32,30,,7,0,0,-3
Western Sahara,4/10/20,4,0,0,,597339,2,28,0.87,0,0,0,
Zimbabwe,4/2/20,9,0,1,,14862924,38,19,0.38,1,0,0,
Albania,4/5/20,361,104,20,3/23/20,2877797,105,36,0.63,28,0,5,13
Angola,3/27/20,4,0,0,,32866272,26,17,0.67,0,0,0,
Antigua and Barbuda,3/27/20,7,0,0,,97929,223,34,0.26,0,0,0,
Aruba,3/14/20,2,0,0,,106766,593,41,0.44,0,0,0,
Bahamas,3/16/20,1,0,0,,393244,39,32,0.86,1,0,0,
Bahamas,3/20/20,3,0,0,,393244,39,32,0.86,0,0,0,
Bahamas,3/21/20,4,0,0,,393244,39,32,0.86,1,0,0,
Bahamas,3/30/20,14,1,0,,393244,39,32,0.86,3,0,0,
Bahamas,4/10/20,42,5,8,,393244,39,32,0.86,1,0,0,
Burkina Faso,4/4/20,318,66,16,3/24/20,20903273,76,18,0.31,16,0,16,11
Burundi,4/2/20,3,0,0,,11890784,463,17,0.14,1,0,0,
Cabo Verde,3/20/20,1,0,0,,555987,138,28,0.68,1,0,0,
Chad,4/10/20,11,2,0,,16425864,13,17,0.23,0,0,0,
Chad,4/13/20,23,2,0,,16425864,13,17,0.23,5,0,0,
Cuba,3/13/20,4,0,0,3/28/20,11326616,106,42,0.78,1,0,0,-15
Cyprus,3/20/20,67,0,0,3/23/20,1207359,131,37,0.67,0,0,0,-3
El Salvador,4/10/20,117,15,6,4/9/20,6486205,313,28,0.73,14,0,1,1
Equatorial Guinea,3/29/20,12,0,0,,1402985,50,22,0.73,0,0,0,
Eritrea,3/26/20,6,0,0,,3546421,35,19,0.63,2,0,0,
Gambia,3/25/20,3,0,1,,2416668,239,18,0.59,0,0,0,
Guyana,3/27/20,20,0,1,,786552,4,27,0.27,0,0,0,
Jamaica,3/11/20,1,0,0,,2961167,273,31,0.55,1,0,0,
Liberia,3/27/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Martinique,3/19/20,23,0,1,,375265,354,47,0.92,4,0,0,
Mauritius,4/13/20,324,42,9,3/28/20,1271768,626,37,0.41,0,0,0,16
Panama,4/11/20,2974,17,74,3/19/20,4314767,58,30,0.68,222,8,1,23
Rwanda,4/10/20,118,7,0,4/4/20,12952218,525,20,0.18,8,0,0,6
Seychelles,4/7/20,11,0,0,,98347,214,34,0.56,0,0,0,
Somalia,3/29/20,3,0,0,,15893222,25,17,0.47,0,0,0,
Suriname,3/16/20,1,0,0,,586632,4,29,0.65,0,0,0,
Syria,4/9/20,19,4,2,,17500658,95,26,0.6,0,0,0,
Uruguay,4/1/20,338,41,2,3/21/20,3473730,20,36,0.96,0,1,0,11
Uzbekistan,3/24/20,50,0,0,3/28/20,33469203,79,28,0.5,4,0,0,-4
Bangladesh,4/13/20,803,42,39,4/6/20,164689383,1265,28,0.39,182,5,3,7
Bolivia,4/4/20,139,1,10,3/31/20,11673021,11,26,0.69,7,1,0,4
Brunei,3/10/20,1,0,0,3/24/20,437479,83,32,0.8,0,0,0,-14
Bulgaria,3/17/20,67,0,2,3/20/20,6948445,64,45,0.76,15,0,0,-3
Bulgaria,4/1/20,422,20,10,3/20/20,6948445,64,45,0.76,23,2,3,12
Ethiopia,3/21/20,9,0,0,,114963588,115,19,0.21,0,0,0,
Ghana,3/23/20,27,0,2,3/26/20,31072940,137,22,0.57,4,1,0,-3
Ghana,3/30/20,152,2,5,3/26/20,31072940,137,22,0.57,0,0,0,4
Holy See,3/17/20,1,0,0,,801,2003,,,0,0,0,
Holy See,4/11/20,8,2,0,,801,2003,,,0,0,0,
Honduras,3/29/20,110,3,3,3/29/20,9904607,89,24,0.57,15,2,0,0
Malta,3/11/20,6,0,0,3/23/20,441543,1380,43,0.93,1,0,0,-12
Mauritania,3/31/20,6,2,1,,4649658,5,20,0.57,1,0,0,
Namibia,4/9/20,16,3,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,4/10/20,7,0,1,,6624554,55,26,0.57,0,0,0,
Paraguay,4/9/20,124,18,5,4/5/20,7132538,18,26,0.62,5,0,3,4
Saint Lucia,3/20/20,2,0,0,,183627,301,34,0.19,0,0,0,
Tanzania,4/8/20,25,5,1,,59734218,67,18,0.37,1,0,0,
Turkey,3/16/20,18,0,0,3/19/20,84339067,110,32,0.76,12,0,0,-3
Turkey,3/20/20,359,0,4,3/19/20,84339067,110,32,0.76,167,1,0,1
Uganda,4/9/20,53,0,0,,45741007,229,17,0.26,0,0,0,
Venezuela,4/14/20,189,110,9,3/26/20,28435940,32,30,,0,0,0,19
Albania,3/13/20,33,0,1,3/23/20,2877797,105,36,0.63,10,0,0,-10
Albania,3/23/20,104,2,4,3/23/20,2877797,105,36,0.63,15,2,0,0
Benin,3/24/20,6,0,0,,12123200,108,19,0.48,1,0,0,
Botswana,4/6/20,6,0,1,,2351627,4,24,0.73,0,0,0,
Burkina Faso,3/29/20,222,23,12,3/24/20,20903273,76,18,0.31,15,1,2,5
Burundi,4/8/20,3,0,0,,11890784,463,17,0.14,0,0,0,
Cabo Verde,4/2/20,6,0,1,,555987,138,28,0.68,0,0,0,
Cabo Verde,4/4/20,7,0,1,,555987,138,28,0.68,1,0,0,
Chad,3/31/20,7,0,0,,16425864,13,17,0.23,2,0,0,
Cyprus,4/1/20,320,28,9,3/23/20,1207359,131,37,0.67,58,1,5,9
Eritrea,4/7/20,31,0,0,,3546421,35,19,0.63,0,0,0,
Gambia,4/5/20,4,2,1,,2416668,239,18,0.59,0,0,0,
Guatemala,4/2/20,47,12,1,4/10/20,17915568,167,23,0.52,8,0,0,-8
Jamaica,3/30/20,36,2,1,,2961167,273,31,0.55,4,0,0,
Jamaica,4/11/20,65,13,4,,2961167,273,31,0.55,2,0,0,
Mali,4/4/20,41,1,3,4/12/20,20250833,17,16,0.44,2,0,1,-8
Moldova,3/19/20,49,1,1,3/23/20,4033963,123,38,0.43,19,0,0,-4
Palestine,3/14/20,25,0,0,,5101414,847,21,0.8,0,0,0,
Somalia,3/22/20,1,0,0,,15893222,25,17,0.47,0,0,0,
Suriname,3/21/20,4,0,0,,586632,4,29,0.65,0,0,0,
Syria,4/11/20,25,5,2,,17500658,95,26,0.6,6,0,1,
Syria,4/12/20,25,5,2,,17500658,95,26,0.6,0,0,0,
Uzbekistan,3/23/20,46,0,0,3/28/20,33469203,79,28,0.5,3,0,0,-5
Zambia,3/23/20,3,0,0,,18383955,25,18,0.45,0,0,0,
Zambia,4/9/20,39,24,1,,18383955,25,18,0.45,0,0,17,
Barbados,3/18/20,2,0,0,,287375,668,40,0.31,0,0,0,
Bolivia,3/23/20,27,0,0,3/31/20,11673021,11,26,0.69,3,0,0,-8
Bolivia,4/10/20,268,2,19,3/31/20,11673021,11,26,0.69,4,1,0,10
Brunei,3/27/20,115,11,0,3/24/20,437479,83,32,0.8,1,0,6,3
Djibouti,3/24/20,3,0,0,4/8/20,988000,43,27,0.79,0,0,0,-15
Dominica,3/27/20,11,0,0,,71986,96,,0.74,0,0,0,
Dominica,4/10/20,16,5,0,,71986,96,,0.74,1,0,4,
Ethiopia,3/15/20,1,0,0,,114963588,115,19,0.21,0,0,0,
Gibraltar,3/8/20,1,0,0,,33691,3369,,,0,0,0,
Grenada,4/14/20,14,0,0,,112523,331,32,0.35,0,0,0,
Guam,3/21/20,3,0,0,,168775,313,31,0.95,0,0,0,
Holy See,4/7/20,7,0,0,,801,2003,,,0,0,0,
Kazakhstan,4/4/20,531,36,6,3/26/20,18776707,7,31,0.58,67,0,7,9
Laos,3/28/20,8,0,0,,7275560,32,24,0.36,2,0,0,
Maldives,3/10/20,6,0,0,,540544,1802,30,0.35,2,0,0,
Malta,4/1/20,188,2,0,3/23/20,441543,1380,43,0.93,19,0,0,9
Mauritania,4/14/20,7,2,1,,4649658,5,20,0.57,0,0,0,
Montenegro,4/13/20,274,5,3,3/31/20,628066,47,39,0.68,2,0,0,13
Mozambique,3/26/20,7,0,0,,31255435,40,18,0.38,2,0,0,
Niger,4/3/20,120,0,5,4/3/20,24206644,19,15,0.17,22,0,0,0
Papua New Guinea,3/24/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,3/9/20,1,0,0,4/5/20,7132538,18,26,0.62,0,0,0,-27
Tanzania,3/30/20,19,1,0,,59734218,67,18,0.37,5,0,0,
Turkey,3/14/20,5,0,0,3/19/20,84339067,110,32,0.76,0,0,0,-5
Venezuela,4/7/20,165,65,7,3/26/20,28435940,32,30,,0,0,0,12
Antigua and Barbuda,3/31/20,7,0,0,,97929,223,34,0.26,0,0,0,
Benin,3/28/20,6,0,0,,12123200,108,19,0.48,0,0,0,
Burundi,4/7/20,3,0,0,,11890784,463,17,0.14,0,0,0,
Cuba,4/4/20,288,15,6,3/28/20,11326616,106,42,0.78,19,0,0,7
Equatorial Guinea,3/28/20,12,0,0,,1402985,50,22,0.73,0,0,0,
Guatemala,3/28/20,34,10,1,4/10/20,17915568,167,23,0.52,6,0,6,-13
Guatemala,4/6/20,70,15,3,4/10/20,17915568,167,23,0.52,9,1,0,-4
Guatemala,4/9/20,95,17,3,4/10/20,17915568,167,23,0.52,8,0,0,-1
Jamaica,3/16/20,10,2,0,,2961167,273,31,0.55,0,0,2,
Kyrgyzstan,3/18/20,3,0,0,3/31/20,6524195,34,26,0.36,3,0,0,-13
Kyrgyzstan,3/22/20,14,0,0,3/31/20,6524195,34,26,0.36,0,0,0,-9
Mali,4/13/20,123,26,10,4/12/20,20250833,17,16,0.44,18,1,4,1
Martinique,3/9/20,2,0,0,,375265,354,47,0.92,0,0,0,
Mauritius,3/27/20,94,0,2,3/28/20,1271768,626,37,0.41,13,0,0,-1
Moldova,4/12/20,1662,94,31,3/23/20,4033963,123,38,0.43,102,1,19,20
Rwanda,4/7/20,105,7,0,4/4/20,12952218,525,20,0.18,0,0,3,3
Suriname,4/6/20,10,0,1,,586632,4,29,0.65,0,0,0,
Timor-Leste,3/27/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Timor-Leste,4/4/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Bangladesh,3/16/20,8,2,0,4/6/20,164689383,1265,28,0.39,3,0,2,-21
Barbados,4/1/20,34,0,0,,287375,668,40,0.31,0,0,0,
Bolivia,3/15/20,10,0,0,3/31/20,11673021,11,26,0.69,0,0,0,-16
Bolivia,3/16/20,11,0,0,3/31/20,11673021,11,26,0.69,1,0,0,-15
Bolivia,4/11/20,275,2,20,3/31/20,11673021,11,26,0.69,7,1,0,11
Brunei,3/17/20,56,0,0,3/24/20,437479,83,32,0.8,2,0,0,-7
Brunei,3/22/20,88,2,0,3/24/20,437479,83,32,0.8,5,0,0,-2
Bulgaria,3/20/20,127,0,3,3/20/20,6948445,64,45,0.76,33,0,0,0
Eswatini,4/6/20,10,4,0,,1160164,67,21,0.3,1,0,4,
Eswatini,4/9/20,12,7,0,,1160164,67,21,0.3,0,0,0,
Gabon,3/21/20,4,0,1,,2225734,9,23,0.87,1,0,0,
Gabon,3/23/20,5,0,1,,2225734,9,23,0.87,0,0,0,
Gabon,3/26/20,7,0,1,,2225734,9,23,0.87,1,0,0,
